Id,CMPLNT_FR_DT,n,date,dummyConditional,NewdummyConditional
1929,10/15/2004,5,10/15/2004,0,0
1930,10/16/2004,3,10/16/2004,0,0
1931,10/18/2004,3,10/18/2004,0,0
1932,10/20/2004,1,10/20/2004,0,0
1933,10/22/2004,2,10/22/2004,0,0
1934,10/23/2004,2,10/23/2004,0,0
1935,10/24/2004,3,10/24/2004,0,0
1936,10/25/2004,1,10/25/2004,0,0
1937,10/27/2004,2,10/27/2004,0,0
1938,10/28/2004,1,10/28/2004,0,0
1939,10/29/2004,1,10/29/2004,0,0
1940,10/30/2004,5,10/30/2004,0,0
1941,10/31/2004,1,10/31/2004,0,0
1942,11/1/2004,38,11/1/2004,0,0
1943,11/2/2004,2,11/2/2004,0,0
1944,11/3/2004,3,11/3/2004,0,0
1945,11/4/2004,9,11/4/2004,0,0
1946,11/6/2004,1,11/6/2004,0,0
1947,11/7/2004,2,11/7/2004,0,0
1948,11/8/2004,1,11/8/2004,0,0
1949,11/9/2004,2,11/9/2004,0,0
1950,11/10/2004,3,11/10/2004,0,0
1951,11/12/2004,3,11/12/2004,0,0
1952,11/13/2004,2,11/13/2004,0,0
1953,11/14/2004,1,11/14/2004,0,0
1954,11/15/2004,7,11/15/2004,0,0
1955,11/16/2004,1,11/16/2004,0,0
1956,11/17/2004,1,11/17/2004,0,0
1957,11/18/2004,5,11/18/2004,0,0
1958,11/19/2004,3,11/19/2004,0,0
1959,11/20/2004,2,11/20/2004,0,0
1960,11/21/2004,2,11/21/2004,0,0
1961,11/22/2004,1,11/22/2004,0,0
1962,11/23/2004,1,11/23/2004,0,0
1963,11/24/2004,6,11/24/2004,0,0
1964,11/25/2004,1,11/25/2004,0,0
1965,11/26/2004,3,11/26/2004,0,0
1966,11/27/2004,1,11/27/2004,0,0
1967,11/28/2004,2,11/28/2004,0,0
1968,11/29/2004,3,11/29/2004,0,0
1969,11/30/2004,5,11/30/2004,0,0
1970,12/1/2004,40,12/1/2004,0,0
1971,12/2/2004,3,12/2/2004,0,0
1972,12/3/2004,3,12/3/2004,0,0
1973,12/4/2004,3,12/4/2004,0,0
1974,12/5/2004,2,12/5/2004,0,0
1975,12/6/2004,2,12/6/2004,0,0
1976,12/7/2004,2,12/7/2004,0,0
1977,12/8/2004,3,12/8/2004,0,0
1978,12/9/2004,3,12/9/2004,0,0
1979,12/10/2004,6,12/10/2004,0,0
1980,12/11/2004,2,12/11/2004,0,0
1981,12/12/2004,3,12/12/2004,0,0
1982,12/13/2004,7,12/13/2004,0,0
1983,12/14/2004,6,12/14/2004,0,0
1984,12/15/2004,4,12/15/2004,0,0
1985,12/16/2004,2,12/16/2004,0,0
1986,12/17/2004,2,12/17/2004,0,0
1987,12/18/2004,2,12/18/2004,0,0
1988,12/19/2004,2,12/19/2004,0,0
1989,12/20/2004,6,12/20/2004,0,0
1990,12/21/2004,5,12/21/2004,0,0
1991,12/22/2004,3,12/22/2004,0,0
1992,12/23/2004,4,12/23/2004,0,0
1993,12/24/2004,2,12/24/2004,0,0
1994,12/25/2004,2,12/25/2004,0,0
1995,12/27/2004,2,12/27/2004,0,0
1996,12/28/2004,3,12/28/2004,0,0
1997,12/30/2004,1,12/30/2004,0,0
1998,12/31/2004,20,12/31/2004,0,0
1999,1/1/2005,269,1/1/2005,0,0
2000,1/2/2005,19,1/2/2005,0,0
2001,1/3/2005,26,1/3/2005,0,0
2002,1/4/2005,18,1/4/2005,0,0
2003,1/5/2005,27,1/5/2005,0,0
2004,1/6/2005,18,1/6/2005,0,0
2005,1/7/2005,15,1/7/2005,0,0
2006,1/8/2005,19,1/8/2005,0,0
2007,1/9/2005,14,1/9/2005,0,0
2008,1/10/2005,15,1/10/2005,0,0
2009,1/11/2005,10,1/11/2005,0,0
2010,1/12/2005,5,1/12/2005,0,0
2011,1/13/2005,9,1/13/2005,0,0
2012,1/14/2005,15,1/14/2005,0,0
2013,1/15/2005,6,1/15/2005,0,0
2014,1/16/2005,4,1/16/2005,0,0
2015,1/17/2005,5,1/17/2005,0,0
2016,1/18/2005,7,1/18/2005,0,0
2017,1/19/2005,9,1/19/2005,0,0
2018,1/20/2005,10,1/20/2005,0,0
2019,1/21/2005,1,1/21/2005,0,0
2020,1/22/2005,5,1/22/2005,0,0
2021,1/23/2005,4,1/23/2005,0,0
2022,1/24/2005,5,1/24/2005,0,0
2023,1/25/2005,10,1/25/2005,0,0
2024,1/26/2005,4,1/26/2005,0,0
2025,1/27/2005,8,1/27/2005,0,0
2026,1/28/2005,4,1/28/2005,0,0
2027,1/29/2005,3,1/29/2005,0,0
2028,1/30/2005,4,1/30/2005,0,0
2029,1/31/2005,14,1/31/2005,0,0
2030,2/1/2005,48,2/1/2005,0,0
2031,2/2/2005,10,2/2/2005,0,0
2032,2/3/2005,4,2/3/2005,0,0
2033,2/4/2005,11,2/4/2005,0,0
2034,2/5/2005,8,2/5/2005,0,0
2035,2/6/2005,5,2/6/2005,0,0
2036,2/7/2005,8,2/7/2005,0,0
2037,2/8/2005,3,2/8/2005,0,0
2038,2/9/2005,5,2/9/2005,0,0
2039,2/10/2005,8,2/10/2005,0,0
2040,2/11/2005,8,2/11/2005,0,0
2041,2/12/2005,1,2/12/2005,0,0
2042,2/13/2005,3,2/13/2005,0,0
2043,2/14/2005,8,2/14/2005,0,0
2044,2/15/2005,13,2/15/2005,0,0
2045,2/16/2005,11,2/16/2005,0,0
2046,2/17/2005,4,2/17/2005,0,0
2047,2/18/2005,5,2/18/2005,0,0
2048,2/19/2005,7,2/19/2005,0,0
2049,2/20/2005,4,2/20/2005,0,0
2050,2/21/2005,5,2/21/2005,0,0
2051,2/22/2005,4,2/22/2005,0,0
2052,2/23/2005,6,2/23/2005,0,0
2053,2/24/2005,8,2/24/2005,0,0
2054,2/25/2005,4,2/25/2005,0,0
2055,2/26/2005,1,2/26/2005,0,0
2056,2/27/2005,1,2/27/2005,0,0
2057,2/28/2005,8,2/28/2005,0,0
2058,3/1/2005,47,3/1/2005,0,0
2059,3/2/2005,13,3/2/2005,0,0
2060,3/3/2005,12,3/3/2005,0,0
2061,3/4/2005,5,3/4/2005,0,0
2062,3/5/2005,12,3/5/2005,0,0
2063,3/6/2005,6,3/6/2005,0,0
2064,3/7/2005,5,3/7/2005,0,0
2065,3/8/2005,2,3/8/2005,0,0
2066,3/9/2005,8,3/9/2005,0,0
2067,3/10/2005,5,3/10/2005,0,0
2068,3/11/2005,3,3/11/2005,0,0
2069,3/12/2005,2,3/12/2005,0,0
2070,3/13/2005,1,3/13/2005,0,0
2071,3/14/2005,10,3/14/2005,0,0
2072,3/15/2005,10,3/15/2005,0,0
2073,3/16/2005,9,3/16/2005,0,0
2074,3/17/2005,5,3/17/2005,0,0
2075,3/18/2005,6,3/18/2005,0,0
2076,3/20/2005,4,3/20/2005,0,0
2077,3/21/2005,4,3/21/2005,0,0
2078,3/22/2005,4,3/22/2005,0,0
2079,3/23/2005,6,3/23/2005,0,0
2080,3/24/2005,9,3/24/2005,0,0
2081,3/25/2005,6,3/25/2005,0,0
2082,3/26/2005,3,3/26/2005,0,0
2083,3/27/2005,2,3/27/2005,0,0
2084,3/28/2005,5,3/28/2005,0,0
2085,3/29/2005,6,3/29/2005,0,0
2086,3/30/2005,3,3/30/2005,0,0
2087,3/31/2005,5,3/31/2005,0,0
2088,4/1/2005,55,4/1/2005,0,0
2089,4/2/2005,2,4/2/2005,0,0
2090,4/3/2005,4,4/3/2005,0,0
2091,4/4/2005,9,4/4/2005,0,0
2092,4/5/2005,6,4/5/2005,0,0
2093,4/6/2005,4,4/6/2005,0,0
2094,4/7/2005,6,4/7/2005,0,0
2095,4/8/2005,3,4/8/2005,0,0
2096,4/9/2005,6,4/9/2005,0,0
2097,4/10/2005,4,4/10/2005,0,0
2098,4/11/2005,6,4/11/2005,0,0
2099,4/12/2005,3,4/12/2005,0,0
2100,4/13/2005,2,4/13/2005,0,0
2101,4/14/2005,3,4/14/2005,0,0
2102,4/15/2005,17,4/15/2005,0,0
2103,4/16/2005,3,4/16/2005,0,0
2104,4/17/2005,1,4/17/2005,0,0
2105,4/18/2005,3,4/18/2005,0,0
2106,4/19/2005,9,4/19/2005,0,0
2107,4/20/2005,6,4/20/2005,0,0
2108,4/21/2005,2,4/21/2005,0,0
2109,4/22/2005,8,4/22/2005,0,0
2110,4/23/2005,4,4/23/2005,0,0
2111,4/24/2005,3,4/24/2005,0,0
2112,4/25/2005,7,4/25/2005,0,0
2113,4/26/2005,4,4/26/2005,0,0
2114,4/27/2005,4,4/27/2005,0,0
2115,4/28/2005,4,4/28/2005,0,0
2116,4/29/2005,3,4/29/2005,0,0
2117,4/30/2005,7,4/30/2005,0,0
2118,5/1/2005,48,5/1/2005,0,0
2119,5/2/2005,12,5/2/2005,0,0
2120,5/3/2005,5,5/3/2005,0,0
2121,5/4/2005,2,5/4/2005,0,0
2122,5/5/2005,11,5/5/2005,0,0
2123,5/6/2005,5,5/6/2005,0,0
2124,5/7/2005,2,5/7/2005,0,0
2125,5/8/2005,6,5/8/2005,0,0
2126,5/9/2005,4,5/9/2005,0,0
2127,5/10/2005,5,5/10/2005,0,0
2128,5/11/2005,5,5/11/2005,0,0
2129,5/12/2005,8,5/12/2005,0,0
2130,5/13/2005,4,5/13/2005,0,0
2131,5/14/2005,1,5/14/2005,0,0
2132,5/15/2005,4,5/15/2005,0,0
2133,5/16/2005,5,5/16/2005,0,0
2134,5/17/2005,4,5/17/2005,0,0
2135,5/18/2005,5,5/18/2005,0,0
2136,5/19/2005,5,5/19/2005,0,0
2137,5/20/2005,7,5/20/2005,0,0
2138,5/21/2005,1,5/21/2005,0,0
2139,5/22/2005,3,5/22/2005,0,0
2140,5/23/2005,2,5/23/2005,0,0
2141,5/24/2005,1,5/24/2005,0,0
2142,5/25/2005,15,5/25/2005,0,0
2143,5/26/2005,4,5/26/2005,0,0
2144,5/27/2005,6,5/27/2005,0,0
2145,5/28/2005,6,5/28/2005,0,0
2146,5/29/2005,2,5/29/2005,0,0
2147,5/30/2005,6,5/30/2005,0,0
2148,5/31/2005,6,5/31/2005,0,0
2149,6/1/2005,92,6/1/2005,0,0
2150,6/2/2005,2,6/2/2005,0,0
2151,6/3/2005,3,6/3/2005,0,0
2152,6/4/2005,3,6/4/2005,0,0
2153,6/5/2005,12,6/5/2005,0,0
2154,6/6/2005,9,6/6/2005,0,0
2155,6/7/2005,8,6/7/2005,0,0
2156,6/8/2005,4,6/8/2005,0,0
2157,6/9/2005,9,6/9/2005,0,0
2158,6/10/2005,4,6/10/2005,0,0
2159,6/11/2005,4,6/11/2005,0,0
2160,6/12/2005,2,6/12/2005,0,0
2161,6/13/2005,3,6/13/2005,0,0
2162,6/14/2005,4,6/14/2005,0,0
2163,6/15/2005,19,6/15/2005,0,0
2164,6/16/2005,10,6/16/2005,0,0
2165,6/17/2005,9,6/17/2005,0,0
2166,6/18/2005,7,6/18/2005,0,0
2167,6/19/2005,5,6/19/2005,0,0
2168,6/20/2005,14,6/20/2005,0,0
2169,6/21/2005,7,6/21/2005,0,0
2170,6/22/2005,4,6/22/2005,0,0
2171,6/23/2005,6,6/23/2005,0,0
2172,6/24/2005,2,6/24/2005,0,0
2173,6/25/2005,9,6/25/2005,0,0
2174,6/26/2005,1,6/26/2005,0,0
2175,6/27/2005,4,6/27/2005,0,0
2176,6/28/2005,3,6/28/2005,0,0
2177,6/29/2005,5,6/29/2005,0,0
2178,6/30/2005,5,6/30/2005,0,0
2179,7/1/2005,83,7/1/2005,0,0
2180,7/2/2005,3,7/2/2005,0,0
2181,7/3/2005,3,7/3/2005,0,0
2182,7/4/2005,10,7/4/2005,0,0
2183,7/5/2005,15,7/5/2005,0,0
2184,7/6/2005,7,7/6/2005,0,0
2185,7/7/2005,10,7/7/2005,0,0
2186,7/8/2005,5,7/8/2005,0,0
2187,7/9/2005,5,7/9/2005,0,0
2188,7/10/2005,4,7/10/2005,0,0
2189,7/11/2005,9,7/11/2005,0,0
2190,7/12/2005,8,7/12/2005,0,0
2191,7/13/2005,4,7/13/2005,0,0
2192,7/14/2005,9,7/14/2005,0,0
2193,7/15/2005,13,7/15/2005,0,0
2194,7/16/2005,8,7/16/2005,0,0
2195,7/17/2005,9,7/17/2005,0,0
2196,7/18/2005,9,7/18/2005,0,0
2197,7/19/2005,6,7/19/2005,0,0
2198,7/20/2005,12,7/20/2005,0,0
2199,7/21/2005,8,7/21/2005,0,0
2200,7/22/2005,10,7/22/2005,0,0
2201,7/23/2005,1,7/23/2005,0,0
2202,7/24/2005,3,7/24/2005,0,0
2203,7/25/2005,9,7/25/2005,0,0
2204,7/26/2005,4,7/26/2005,0,0
2205,7/27/2005,5,7/27/2005,0,0
2206,7/28/2005,8,7/28/2005,0,0
2207,7/29/2005,6,7/29/2005,0,0
2208,7/30/2005,5,7/30/2005,0,0
2209,7/31/2005,7,7/31/2005,0,0
2210,8/1/2005,92,8/1/2005,0,0
2211,8/2/2005,6,8/2/2005,0,0
2212,8/3/2005,7,8/3/2005,0,0
2213,8/4/2005,8,8/4/2005,0,0
2214,8/5/2005,18,8/5/2005,0,0
2215,8/6/2005,4,8/6/2005,0,0
2216,8/7/2005,6,8/7/2005,0,0
2217,8/8/2005,12,8/8/2005,0,0
2218,8/9/2005,8,8/9/2005,0,0
2219,8/10/2005,11,8/10/2005,0,0
2220,8/11/2005,8,8/11/2005,0,0
2221,8/12/2005,7,8/12/2005,0,0
2222,8/13/2005,4,8/13/2005,0,0
2223,8/14/2005,6,8/14/2005,0,0
2224,8/15/2005,16,8/15/2005,0,0
2225,8/16/2005,4,8/16/2005,0,0
2226,8/17/2005,8,8/17/2005,0,0
2227,8/18/2005,5,8/18/2005,0,0
2228,8/19/2005,12,8/19/2005,0,0
2229,8/20/2005,16,8/20/2005,0,0
2230,8/21/2005,4,8/21/2005,0,0
2231,8/22/2005,11,8/22/2005,0,0
2232,8/23/2005,7,8/23/2005,0,0
2233,8/24/2005,10,8/24/2005,0,0
2234,8/25/2005,11,8/25/2005,0,0
2235,8/26/2005,6,8/26/2005,0,0
2236,8/27/2005,8,8/27/2005,0,0
2237,8/28/2005,4,8/28/2005,0,0
2238,8/29/2005,7,8/29/2005,0,0
2239,8/30/2005,8,8/30/2005,0,0
2240,8/31/2005,12,8/31/2005,0,0
2241,9/1/2005,114,9/1/2005,0,0
2242,9/2/2005,15,9/2/2005,0,0
2243,9/3/2005,10,9/3/2005,0,0
2244,9/4/2005,5,9/4/2005,0,0
2245,9/5/2005,16,9/5/2005,0,0
2246,9/6/2005,9,9/6/2005,0,0
2247,9/7/2005,8,9/7/2005,0,0
2248,9/8/2005,8,9/8/2005,0,0
2249,9/9/2005,16,9/9/2005,0,0
2250,9/10/2005,11,9/10/2005,0,0
2251,9/11/2005,4,9/11/2005,0,0
2252,9/12/2005,8,9/12/2005,0,0
2253,9/13/2005,10,9/13/2005,0,0
2254,9/14/2005,10,9/14/2005,0,0
2255,9/15/2005,21,9/15/2005,0,0
2256,9/16/2005,9,9/16/2005,0,0
2257,9/17/2005,4,9/17/2005,0,0
2258,9/18/2005,9,9/18/2005,0,0
2259,9/19/2005,11,9/19/2005,0,0
2260,9/20/2005,20,9/20/2005,0,0
2261,9/21/2005,8,9/21/2005,0,0
2262,9/22/2005,8,9/22/2005,0,0
2263,9/23/2005,12,9/23/2005,0,0
2264,9/24/2005,8,9/24/2005,0,0
2265,9/25/2005,8,9/25/2005,0,0
2266,9/26/2005,10,9/26/2005,0,0
2267,9/27/2005,8,9/27/2005,0,0
2268,9/28/2005,13,9/28/2005,0,0
2269,9/29/2005,10,9/29/2005,0,0
2270,9/30/2005,23,9/30/2005,0,0
2271,10/1/2005,131,10/1/2005,0,0
2272,10/2/2005,2,10/2/2005,0,0
2273,10/3/2005,7,10/3/2005,0,0
2274,10/4/2005,10,10/4/2005,0,0
2275,10/5/2005,37,10/5/2005,0,0
2276,10/6/2005,13,10/6/2005,0,0
2277,10/7/2005,8,10/7/2005,0,0
2278,10/8/2005,9,10/8/2005,0,0
2279,10/9/2005,7,10/9/2005,0,0
2280,10/10/2005,27,10/10/2005,0,0
2281,10/11/2005,15,10/11/2005,0,0
2282,10/12/2005,12,10/12/2005,0,0
2283,10/13/2005,10,10/13/2005,0,0
2284,10/14/2005,13,10/14/2005,0,0
2285,10/15/2005,31,10/15/2005,0,0
2286,10/16/2005,1,10/16/2005,0,0
2287,10/17/2005,15,10/17/2005,0,0
2288,10/18/2005,14,10/18/2005,0,0
2289,10/19/2005,18,10/19/2005,0,0
2290,10/20/2005,17,10/20/2005,0,0
2291,10/21/2005,5,10/21/2005,0,0
2292,10/22/2005,6,10/22/2005,0,0
2293,10/23/2005,4,10/23/2005,0,0
2294,10/24/2005,13,10/24/2005,0,0
2295,10/25/2005,21,10/25/2005,0,0
2296,10/26/2005,9,10/26/2005,0,0
2297,10/27/2005,16,10/27/2005,0,0
2298,10/28/2005,17,10/28/2005,0,0
2299,10/29/2005,11,10/29/2005,0,0
2300,10/30/2005,15,10/30/2005,0,0
2301,10/31/2005,24,10/31/2005,0,0
2302,11/1/2005,153,11/1/2005,0,0
2303,11/2/2005,17,11/2/2005,0,0
2304,11/3/2005,14,11/3/2005,0,0
2305,11/4/2005,18,11/4/2005,0,0
2306,11/5/2005,40,11/5/2005,0,0
2307,11/6/2005,8,11/6/2005,0,0
2308,11/7/2005,24,11/7/2005,0,0
2309,11/8/2005,12,11/8/2005,0,0
2310,11/9/2005,12,11/9/2005,0,0
2311,11/10/2005,22,11/10/2005,0,0
2312,11/11/2005,18,11/11/2005,0,0
2313,11/12/2005,14,11/12/2005,0,0
2314,11/13/2005,6,11/13/2005,0,0
2315,11/14/2005,28,11/14/2005,0,0
2316,11/15/2005,44,11/15/2005,0,0
2317,11/16/2005,22,11/16/2005,0,0
2318,11/17/2005,15,11/17/2005,0,0
2319,11/18/2005,31,11/18/2005,0,0
2320,11/19/2005,20,11/19/2005,0,0
2321,11/20/2005,20,11/20/2005,0,0
2322,11/21/2005,25,11/21/2005,0,0
2323,11/22/2005,23,11/22/2005,0,0
2324,11/23/2005,25,11/23/2005,0,0
2325,11/24/2005,17,11/24/2005,0,0
2326,11/25/2005,42,11/25/2005,0,0
2327,11/26/2005,19,11/26/2005,0,0
2328,11/27/2005,21,11/27/2005,0,0
2329,11/28/2005,33,11/28/2005,0,0
2330,11/29/2005,15,11/29/2005,0,0
2331,11/30/2005,42,11/30/2005,0,0
2332,12/1/2005,171,12/1/2005,0,0
2333,12/2/2005,43,12/2/2005,0,0
2334,12/3/2005,30,12/3/2005,0,0
2335,12/4/2005,21,12/4/2005,0,0
2336,12/5/2005,78,12/5/2005,0,0
2337,12/6/2005,32,12/6/2005,0,0
2338,12/7/2005,40,12/7/2005,0,0
2339,12/8/2005,35,12/8/2005,0,0
2340,12/9/2005,30,12/9/2005,0,0
2341,12/10/2005,54,12/10/2005,0,0
2342,12/11/2005,15,12/11/2005,0,0
2343,12/12/2005,49,12/12/2005,0,0
2344,12/13/2005,39,12/13/2005,0,0
2345,12/14/2005,51,12/14/2005,0,0
2346,12/15/2005,115,12/15/2005,0,0
2347,12/16/2005,44,12/16/2005,0,0
2348,12/17/2005,38,12/17/2005,0,0
2349,12/18/2005,38,12/18/2005,0,0
2350,12/19/2005,58,12/19/2005,0,0
2351,12/20/2005,83,12/20/2005,0,0
2352,12/21/2005,58,12/21/2005,0,0
2353,12/22/2005,81,12/22/2005,0,0
2354,12/23/2005,108,12/23/2005,0,0
2355,12/24/2005,68,12/24/2005,0,0
2356,12/25/2005,63,12/25/2005,0,0
2357,12/26/2005,69,12/26/2005,0,0
2358,12/27/2005,88,12/27/2005,0,0
2359,12/28/2005,91,12/28/2005,0,0
2360,12/29/2005,123,12/29/2005,0,0
2361,12/30/2005,206,12/30/2005,0,0
2362,12/31/2005,337,12/31/2005,0,0
2363,1/1/2006,1294,1/1/2006,0,0
2364,1/2/2006,734,1/2/2006,0,0
2365,1/3/2006,792,1/3/2006,0,0
2366,1/4/2006,881,1/4/2006,0,0
2367,1/5/2006,950,1/5/2006,0,0
2368,1/6/2006,943,1/6/2006,0,0
2369,1/7/2006,798,1/7/2006,0,0
2370,1/8/2006,776,1/8/2006,0,0
2371,1/9/2006,816,1/9/2006,0,0
2372,1/10/2006,881,1/10/2006,0,0
2373,1/11/2006,919,1/11/2006,0,0
2374,1/12/2006,922,1/12/2006,0,0
2375,1/13/2006,999,1/13/2006,0,0
2376,1/14/2006,735,1/14/2006,0,0
2377,1/15/2006,716,1/15/2006,1,1
2378,1/16/2006,682,1/16/2006,0,1
2379,1/17/2006,822,1/17/2006,0,1
2380,1/18/2006,874,1/18/2006,0,1
2381,1/19/2006,913,1/19/2006,0,1
2382,1/20/2006,931,1/20/2006,0,1
2383,1/21/2006,893,1/21/2006,0,1
2384,1/22/2006,706,1/22/2006,0,1
2385,1/23/2006,873,1/23/2006,0,0
2386,1/24/2006,860,1/24/2006,0,0
2387,1/25/2006,898,1/25/2006,0,0
2388,1/26/2006,800,1/26/2006,0,0
2389,1/27/2006,880,1/27/2006,0,0
2390,1/28/2006,743,1/28/2006,0,0
2391,1/29/2006,722,1/29/2006,0,0
2392,1/30/2006,804,1/30/2006,0,0
2393,1/31/2006,750,1/31/2006,0,0
2394,2/1/2006,1011,2/1/2006,0,0
2395,2/2/2006,871,2/2/2006,0,0
2396,2/3/2006,987,2/3/2006,0,0
2397,2/4/2006,828,2/4/2006,0,0
2398,2/5/2006,708,2/5/2006,0,0
2399,2/6/2006,841,2/6/2006,0,0
2400,2/7/2006,804,2/7/2006,0,0
2401,2/8/2006,823,2/8/2006,0,0
2402,2/9/2006,802,2/9/2006,0,0
2403,2/10/2006,909,2/10/2006,0,0
2404,2/11/2006,733,2/11/2006,0,0
2405,2/12/2006,429,2/12/2006,0,0
2406,2/13/2006,615,2/13/2006,0,0
2407,2/14/2006,773,2/14/2006,0,0
2408,2/15/2006,930,2/15/2006,1,1
2409,2/16/2006,869,2/16/2006,0,1
2410,2/17/2006,1034,2/17/2006,0,1
2411,2/18/2006,757,2/18/2006,0,1
2412,2/19/2006,660,2/19/2006,0,1
2413,2/20/2006,688,2/20/2006,0,1
2414,2/21/2006,852,2/21/2006,0,1
2415,2/22/2006,810,2/22/2006,0,1
2416,2/23/2006,806,2/23/2006,0,0
2417,2/24/2006,756,2/24/2006,0,0
2418,2/25/2006,753,2/25/2006,0,0
2419,2/26/2006,624,2/26/2006,0,0
2420,2/27/2006,739,2/27/2006,0,0
2421,2/28/2006,860,2/28/2006,0,0
2422,3/1/2006,1048,3/1/2006,0,0
2423,3/2/2006,783,3/2/2006,0,0
2424,3/3/2006,858,3/3/2006,0,0
2425,3/4/2006,793,3/4/2006,0,0
2426,3/5/2006,715,3/5/2006,0,0
2427,3/6/2006,824,3/6/2006,0,0
2428,3/7/2006,814,3/7/2006,0,0
2429,3/8/2006,865,3/8/2006,0,0
2430,3/9/2006,891,3/9/2006,0,0
2431,3/10/2006,966,3/10/2006,0,0
2432,3/11/2006,863,3/11/2006,0,0
2433,3/12/2006,695,3/12/2006,0,0
2434,3/13/2006,838,3/13/2006,0,0
2435,3/14/2006,885,3/14/2006,0,0
2436,3/15/2006,921,3/15/2006,1,1
2437,3/16/2006,876,3/16/2006,0,1
2438,3/17/2006,911,3/17/2006,0,1
2439,3/18/2006,801,3/18/2006,0,1
2440,3/19/2006,675,3/19/2006,0,1
2441,3/20/2006,884,3/20/2006,0,1
2442,3/21/2006,842,3/21/2006,0,1
2443,3/22/2006,888,3/22/2006,0,1
2444,3/23/2006,905,3/23/2006,0,0
2445,3/24/2006,872,3/24/2006,0,0
2446,3/25/2006,831,3/25/2006,0,0
2447,3/26/2006,719,3/26/2006,0,0
2448,3/27/2006,884,3/27/2006,0,0
2449,3/28/2006,892,3/28/2006,0,0
2450,3/29/2006,849,3/29/2006,0,0
2451,3/30/2006,826,3/30/2006,0,0
2452,3/31/2006,840,3/31/2006,0,0
2453,4/1/2006,1004,4/1/2006,0,0
2454,4/2/2006,752,4/2/2006,0,0
2455,4/3/2006,801,4/3/2006,0,0
2456,4/4/2006,868,4/4/2006,0,0
2457,4/5/2006,884,4/5/2006,0,0
2458,4/6/2006,906,4/6/2006,0,0
2459,4/7/2006,914,4/7/2006,0,0
2460,4/8/2006,811,4/8/2006,0,0
2461,4/9/2006,699,4/9/2006,0,0
2462,4/10/2006,898,4/10/2006,0,0
2463,4/11/2006,855,4/11/2006,0,0
2464,4/12/2006,962,4/12/2006,0,0
2465,4/13/2006,913,4/13/2006,0,0
2466,4/14/2006,826,4/14/2006,0,0
2467,4/15/2006,873,4/15/2006,1,1
2468,4/16/2006,716,4/16/2006,0,1
2469,4/17/2006,809,4/17/2006,0,1
2470,4/18/2006,933,4/18/2006,0,1
2471,4/19/2006,905,4/19/2006,0,1
2472,4/20/2006,953,4/20/2006,0,1
2473,4/21/2006,923,4/21/2006,0,1
2474,4/22/2006,842,4/22/2006,0,1
2475,4/23/2006,721,4/23/2006,0,0
2476,4/24/2006,859,4/24/2006,0,0
2477,4/25/2006,881,4/25/2006,0,0
2478,4/26/2006,912,4/26/2006,0,0
2479,4/27/2006,925,4/27/2006,0,0
2480,4/28/2006,1012,4/28/2006,0,0
2481,4/29/2006,861,4/29/2006,0,0
2482,4/30/2006,782,4/30/2006,0,0
2483,5/1/2006,1068,5/1/2006,0,0
2484,5/2/2006,907,5/2/2006,0,0
2485,5/3/2006,922,5/3/2006,0,0
2486,5/4/2006,910,5/4/2006,0,0
2487,5/5/2006,1077,5/5/2006,0,0
2488,5/6/2006,834,5/6/2006,0,0
2489,5/7/2006,829,5/7/2006,0,0
2490,5/8/2006,786,5/8/2006,0,0
2491,5/9/2006,862,5/9/2006,0,0
2492,5/10/2006,936,5/10/2006,0,0
2493,5/11/2006,943,5/11/2006,0,0
2494,5/12/2006,920,5/12/2006,0,0
2495,5/13/2006,864,5/13/2006,0,0
2496,5/14/2006,688,5/14/2006,0,0
2497,5/15/2006,872,5/15/2006,1,1
2498,5/16/2006,781,5/16/2006,0,1
2499,5/17/2006,936,5/17/2006,0,1
2500,5/18/2006,904,5/18/2006,0,1
2501,5/19/2006,847,5/19/2006,0,1
2502,5/20/2006,871,5/20/2006,0,1
2503,5/21/2006,711,5/21/2006,0,1
2504,5/22/2006,854,5/22/2006,0,1
2505,5/23/2006,943,5/23/2006,0,0
2506,5/24/2006,873,5/24/2006,0,0
2507,5/25/2006,903,5/25/2006,0,0
2508,5/26/2006,911,5/26/2006,0,0
2509,5/27/2006,840,5/27/2006,0,0
2510,5/28/2006,827,5/28/2006,0,0
2511,5/29/2006,697,5/29/2006,0,0
2512,5/30/2006,947,5/30/2006,0,0
2513,5/31/2006,898,5/31/2006,0,0
2514,6/1/2006,1151,6/1/2006,0,0
2515,6/2/2006,866,6/2/2006,0,0
2516,6/3/2006,785,6/3/2006,0,0
2517,6/4/2006,769,6/4/2006,0,0
2518,6/5/2006,843,6/5/2006,0,0
2519,6/6/2006,927,6/6/2006,0,0
2520,6/7/2006,792,6/7/2006,0,0
2521,6/8/2006,849,6/8/2006,0,0
2522,6/9/2006,970,6/9/2006,0,0
2523,6/10/2006,839,6/10/2006,0,0
2524,6/11/2006,753,6/11/2006,0,0
2525,6/12/2006,927,6/12/2006,0,0
2526,6/13/2006,928,6/13/2006,0,0
2527,6/14/2006,1001,6/14/2006,0,0
2528,6/15/2006,969,6/15/2006,0,0
2529,6/16/2006,915,6/16/2006,0,0
2530,6/17/2006,844,6/17/2006,0,0
2531,6/18/2006,762,6/18/2006,0,0
2532,6/19/2006,908,6/19/2006,0,0
2533,6/20/2006,1039,6/20/2006,0,0
2534,6/21/2006,978,6/21/2006,0,0
